"INDEX","TARGET_FLAG","TARGET_AMT","KIDSDRIV","MALE","MARRIED","SINGLE_PARENT","LICENSE_REVOKED","AGE","AGE_RANGE_16_19_YRS","AGE_RANGE_20_29_YRS","AGE_RANGE_30_39_YRS","AGE_RANGE_40_49_YRS","AGE_RANGE_50_59_YRS","AGE_RANGE_60_69_YRS","AGE_RANGE_70_YRS_PLUS","INEXP_DRIVER","HOMEKIDS","YOJ","INCOME","HOME_VAL","TRAVTIME","BLUEBOOK","TIF","OLDCLAIM","CLM_FREQ","MVR_PTS","CAR_AGE","CAR_AGE_RANGE_1_YR","CAR_AGE_RANGE_2_3_YRS","CAR_AGE_RANGE_3_5_YRS","CAR_AGE_RANGE_5_10_YRS","CAR_AGE_RANGE_10_YRS_PLUS","MAIN_DRIVING_CITY","RED_CAR","EDU_HIGH_SCHOOL","EDU_COLLEGE","EDU_ADV_DEGREE","VEHICLE_USE_COMMERCIAL","VEHICLE_CLASS_TRUCK","VEHICLE_CLASS_SUV","VEHICLE_CLASS_CAR","SPORTS_CAR","RED_SPORTS_CAR","TRUCK_COMM","SUV_COMM","CAR_COMM","OCCUPATION_CLERICAL","OCCUPATION_MANAGER","OCCUPATION_BLUE_COLLAR","OCCUPATION_GOLD_COLLAR","OCCUPATION_STUDENT","OCCUPATION_HOME_MAKER","OCCUPATION_PROFESSIONAL"
8728,1,6528,0,0,1,0,0,58,0,0,0,0,1,0,0,0,0,15,43393,157054,45,28690,10,11068,3,0,8,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
8729,0,0,0,0,1,0,0,45,0,0,0,1,0,0,0,0,0,14,41492,198232,27,17670,10,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8731,0,0,0,1,0,0,0,46,0,0,0,1,0,0,0,0,0,11,142852,387756,15,26090,1,2934,4,1,9,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8732,1,4117,1,0,1,0,0,57,0,0,0,0,1,0,0,0,2,16,193618,474628,53,41440,1,1277,3,3,13,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8733,0,0,0,1,1,0,0,48,0,0,0,1,0,0,0,0,0,16,35343,193912,8,13520,7,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
8734,1,2582,1,1,1,0,0,46,0,0,0,1,0,0,0,0,0,11,34208,160959,35,9090,3,6583,2,2,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
8735,0,0,0,1,0,1,0,37,0,0,1,0,0,0,0,0,2,10,80576,245635,35,11140,9,0,0,0,9,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
8736,0,0,0,1,1,0,0,52,0,0,0,0,1,0,0,0,0,12,45180,248185,39,11220,8,0,0,0,14,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8737,0,0,0,1,1,0,0,43,0,0,0,1,0,0,0,0,3,15,220895,547820,33,34800,1,0,0,4,12,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8738,0,0,0,0,1,0,0,30,0,0,1,0,0,0,0,0,3,13,118112,339955,58,21550,14,0,0,1,12,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
8740,0,0,0,0,0,0,0,49,0,0,0,1,0,0,0,0,0,12,54691,198100,73,30780,15,795,3,2,16,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8741,0,0,0,0,1,0,0,56,0,0,0,0,1,0,0,0,0,13,134448,393765,37,28300,6,0,0,0,7,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
8742,1,3853,0,1,1,0,0,30,0,0,1,0,0,0,0,0,1,10,39710,173759,32,21920,4,0,0,0,10,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
8743,0,0,0,1,0,0,0,43,0,0,0,1,0,0,0,0,0,11,68044,0,8,31080,4,0,0,1,13,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
8745,0,0,0,1,1,0,0,49,0,0,0,1,0,0,0,0,0,0,32514,117961,38,15930,1,1116,3,2,8,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
8746,0,0,0,1,1,0,0,36,0,0,1,0,0,0,0,0,0,3,17884,114530,37,9360,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
8749,0,0,0,1,1,0,0,52,0,0,0,0,1,0,0,0,0,12,52223,226451,42,16540,10,0,0,2,10,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
8750,0,0,0,1,0,0,0,48,0,0,0,1,0,0,0,0,0,8,309628,0,33,6300,1,1953,3,1,13,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
8752,0,0,0,0,0,0,1,46,0,0,0,1,0,0,0,0,0,11,109084,257476,31,30930,1,0,0,2,11,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8753,0,0,0,1,1,0,0,52,0,0,0,0,1,0,0,0,0,7,56626,192493,62,21920,3,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
8754,0,0,0,1,1,0,0,63,0,0,0,0,0,1,0,0,0,15,47276,203372,66,20370,1,5721,3,5,5,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
8755,0,0,0,1,1,0,0,51,0,0,0,0,1,0,0,0,0,11,103374,298213,47,12040,17,4938,1,0,16,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8756,0,0,0,1,1,0,0,56,0,0,0,0,1,0,0,0,0,11,70341,248361,26,69740,1,0,0,0,15,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8757,0,0,0,1,1,0,0,39,0,0,1,0,0,0,0,0,2,15,26737,153572,22,15340,1,0,0,1,6,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
8759,0,0,0,1,0,0,0,40,0,0,0,1,0,0,0,0,0,7,38589,130713,17,30570,6,1000,1,3,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
8760,0,0,0,0,0,1,0,45,0,0,0,1,0,0,0,0,2,13,136408,0,26,39900,6,0,0,2,17,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8762,0,0,0,1,0,0,0,55,0,0,0,0,1,0,0,0,0,12,64727,257070,35,25590,1,0,0,0,11,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
8766,0,0,0,0,0,0,0,47,0,0,0,1,0,0,0,0,0,11,150684,424827,28,28890,6,0,0,2,7,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0
8767,0,0,0,0,1,0,0,38,0,0,1,0,0,0,0,0,0,12,26917,153466,18,12660,1,0,0,1,5,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
8768,0,0,0,1,1,0,0,39,0,0,1,0,0,0,0,0,2,12,34623,120548,18,4960,10,0,0,3,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8769,0,0,0,0,1,0,1,53,0,0,0,0,1,0,0,0,0,11,42478,160747,17,27060,6,15315,2,4,11,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
8770,0,0,0,1,1,0,0,48,0,0,0,1,0,0,0,0,0,7,57906,191014,39,12090,6,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
8771,0,0,0,1,1,0,0,56,0,0,0,0,1,0,0,0,0,10,143904,328673,21,25100,1,0,0,0,20,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8772,1,1469,0,0,0,0,1,47,0,0,0,1,0,0,0,0,0,12,48696,212014,46,15390,4,33521,3,1,-3,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8774,1,5329,1,0,1,0,1,45,0,0,0,1,0,0,0,0,2,17,111268,288071,46,21680,4,10366,3,3,10,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
8775,0,0,1,1,1,0,0,39,0,0,1,0,0,0,0,0,2,10,13317,100772,39,9160,7,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8776,0,0,0,1,1,0,0,57,0,0,0,0,1,0,0,0,0,7,113038,283423,5,18970,1,0,0,2,5,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
8777,0,0,0,0,0,1,0,39,0,0,1,0,0,0,0,0,1,8,70153,214644,13,30840,1,0,0,0,14,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8778,0,0,0,0,1,0,0,52,0,0,0,0,1,0,0,0,0,11,87751,236742,19,18760,4,0,0,2,17,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
8779,1,3979,0,1,1,0,0,28,0,1,0,0,0,0,0,0,3,13,43910,179794,35,27240,1,3460,2,0,7,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
8783,0,0,0,1,0,0,0,53,0,0,0,0,1,0,0,0,0,12,44235,197667,19,5920,4,0,0,0,17,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8784,1,3444,0,0,0,1,0,27,0,1,0,0,0,0,0,0,2,8,16571,0,5,13890,4,6465,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
8787,0,0,0,0,1,0,0,47,0,0,0,1,0,0,0,0,0,11,21665,180809,77,17240,10,0,0,3,8,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0
8788,0,0,0,1,0,0,0,37,0,0,1,0,0,0,0,0,0,11,43711,0,8,24660,7,1511,3,4,10,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
8789,0,0,0,0,0,0,0,40,0,0,0,1,0,0,0,0,0,12,37076,0,42,31430,7,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
8790,0,0,0,1,1,0,0,48,0,0,0,1,0,0,0,0,0,13,53628,166295,5,13060,9,0,0,0,7,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
8791,1,5159,0,1,1,0,1,37,0,0,1,0,0,0,0,0,2,12,16829,150388,30,23830,3,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
8792,0,0,0,0,1,0,0,56,0,0,0,0,1,0,0,0,0,0,0,83118,43,9540,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
8793,0,0,0,1,1,0,0,56,0,0,0,0,1,0,0,0,0,6,65291,227016,40,8030,4,0,0,2,12,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8794,0,0,0,1,1,0,0,45,0,0,0,1,0,0,0,0,3,9,29805,179666,23,16080,6,683,3,7,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
8795,0,0,0,1,1,0,0,66,0,0,0,0,0,1,0,0,0,16,72781,220801,41,31770,1,4259,1,2,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
8796,1,726,1,0,1,0,0,37,0,0,1,0,0,0,0,0,2,12,77,77025,24,8620,1,5289,2,5,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
8798,0,0,2,1,0,1,0,37,0,0,1,0,0,0,0,0,2,9,58571,0,29,7360,1,0,0,3,13,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
8800,0,0,0,0,0,1,0,43,0,0,0,1,0,0,0,0,1,12,164733,0,19,26070,4,0,0,0,13,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
8801,0,0,0,1,0,0,0,48,0,0,0,1,0,0,0,0,0,9,45371,173920,42,10840,6,0,0,0,6,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8802,0,0,0,1,1,0,0,41,0,0,0,1,0,0,0,0,0,11,84766,272923,29,30840,1,3487,2,7,18,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8803,1,64181.710329,0,1,0,0,0,58,0,0,0,0,1,0,0,0,0,14,56858,201989,17,17480,4,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
8804,0,0,0,0,0,0,0,52,0,0,0,0,1,0,0,0,0,12,106942,0,30,17390,10,0,0,2,15,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
8805,0,0,0,0,1,0,0,44,0,0,0,1,0,0,0,0,0,11,91668,283487,21,15960,6,0,0,2,8,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8806,0,0,2,1,0,1,0,41,0,0,0,1,0,0,0,0,3,10,39320,0,34,22670,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
8808,0,0,0,0,1,0,0,38,0,0,1,0,0,0,0,0,0,12,33489,148212,19,24910,1,2461,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
8809,1,6293,2,1,1,0,0,44,0,0,0,1,0,0,0,0,3,13,18154,108984,77,8330,6,3401,2,2,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8810,0,0,0,0,0,1,0,29,0,1,0,0,0,0,0,0,4,0,0,0,24,7180,7,1855,1,3,7,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
8811,0,0,0,0,1,0,0,34,0,0,1,0,0,0,0,0,3,7,30337,0,45,7930,1,0,0,0,8,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
8812,1,2103,0,0,1,0,0,27,0,1,0,0,0,0,0,0,2,10,17686,136423,60,10050,10,5433,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
8813,1,4232,0,1,1,0,0,47,0,0,0,1,0,0,0,0,0,13,61214,219101,53,18180,7,4723,2,0,7,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
8814,0,0,0,0,1,0,0,42,0,0,0,1,0,0,0,0,0,12,38944,146952,36,12580,1,0,0,0,7,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
8815,0,0,0,1,0,0,0,49,0,0,0,1,0,0,0,0,0,11,65659,0,40,12880,1,763,2,5,13,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
8818,0,0,0,1,1,0,0,52,0,0,0,0,1,0,0,0,0,3,229365,531301,25,33810,1,0,0,1,16,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
8819,0,0,3,1,1,0,0,47,0,0,0,1,0,0,0,0,0,11,30835,141710,15,6000,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
8820,0,0,0,1,1,0,0,48,0,0,0,1,0,0,0,0,0,12,88661,292894,17,20730,3,0,0,1,5,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
8821,1,1168,0,0,0,0,0,44,0,0,0,1,0,0,0,0,0,9,79664,0,25,6220,4,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
8822,0,0,0,0,1,0,1,33,0,0,1,0,0,0,0,0,0,12,79726,223536,63,18960,1,27679,1,5,11,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8823,0,0,2,0,1,0,0,36,0,0,1,0,0,0,0,0,4,8,84097,261399,17,14400,3,29265,3,8,7,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
8824,0,0,0,0,0,0,0,47,0,0,0,1,0,0,0,0,0,10,43128,123396,42,6200,10,5120,1,0,12,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
8825,0,0,0,1,0,0,0,45,0,0,0,1,0,0,0,0,0,13,278656,502580,32,31310,7,0,0,0,16,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
8827,0,0,1,0,1,0,0,44,0,0,0,1,0,0,0,0,3,14,40819,194339,15,9980,4,0,0,0,12,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
8828,0,0,1,0,1,0,0,38,0,0,1,0,0,0,0,0,2,15,40342,189439,5,19940,16,0,0,0,14,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
8829,1,3981,0,0,0,0,0,35,0,0,1,0,0,0,0,0,0,8,61486,190316,14,5000,6,0,0,3,16,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
8830,0,0,0,1,1,0,0,46,0,0,0,1,0,0,0,0,0,12,33870,164424,38,10220,6,1868,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
8831,0,0,0,1,0,0,0,34,0,0,1,0,0,0,0,0,0,8,102728,310619,22,5980,4,6033,3,2,7,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8832,0,0,0,0,0,0,0,51,0,0,0,0,1,0,0,0,0,7,66587,180750,31,27240,10,0,0,0,10,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
8836,0,0,0,1,1,0,0,59,0,0,0,0,1,0,0,0,0,11,71226,252722,10,13490,1,9287,3,5,11,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8837,0,0,0,1,0,0,0,36,0,0,1,0,0,0,0,0,0,7,19443,134906,36,10660,10,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
8838,0,0,0,1,1,0,0,29,0,1,0,0,0,0,0,0,3,13,58773,192117,36,10730,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
8839,0,0,0,0,0,0,0,51,0,0,0,0,1,0,0,0,0,7,53264,0,9,18500,4,5562,1,2,5,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
8841,0,0,0,0,1,0,0,54,0,0,0,0,1,0,0,0,0,13,73561,252879,33,14260,15,0,0,3,13,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8842,1,1921.1250373,0,0,1,0,0,41,0,0,0,1,0,0,0,0,2,13,67216,218953,39,27240,4,7776,2,8,10,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0
8844,0,0,0,1,1,0,0,42,0,0,0,1,0,0,0,0,0,13,94090,276313,7,39420,4,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
8845,1,2977,0,0,0,0,0,50,0,0,0,0,1,0,0,0,0,14,31436,0,33,4680,4,6909,4,3,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
8846,0,0,0,0,0,0,0,42,0,0,0,1,0,0,0,0,0,7,50058,0,12,10710,6,7488,1,5,18,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
8847,0,0,0,0,0,1,0,33,0,0,1,0,0,0,0,0,4,12,57492,0,5,4800,9,0,0,1,14,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
8848,0,0,0,1,0,0,0,46,0,0,0,1,0,0,0,0,0,7,165373,0,32,18040,1,1088,2,0,20,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8850,0,0,0,1,1,0,0,34,0,0,1,0,0,0,0,0,3,7,63367,167276,34,11240,13,0,0,3,21,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8851,1,4185,0,0,0,0,0,40,0,0,0,1,0,0,0,0,0,11,43386,132248,20,21880,10,702,3,1,7,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
8852,0,0,0,0,0,0,0,48,0,0,0,1,0,0,0,0,0,11,76581,239130,41,21030,6,0,0,0,10,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8853,0,0,0,1,1,0,0,55,0,0,0,0,1,0,0,0,0,13,145860,410029,18,40420,1,0,0,0,17,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
8854,0,0,0,0,1,0,0,43,0,0,0,1,0,0,0,0,0,12,115221,308209,36,5800,15,0,0,5,20,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
8856,0,0,0,1,0,1,0,35,0,0,1,0,0,0,0,0,1,9,13865,0,6,24620,6,52507,2,0,5,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
8857,1,6777,0,1,0,1,0,43,0,0,0,1,0,0,0,0,2,11,32690,0,29,7750,10,2741,2,6,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
8858,1,7345,0,1,1,0,0,36,0,0,1,0,0,0,0,0,2,10,34057,204508,38,6210,4,7098,3,6,7,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
8859,0,0,0,1,0,1,0,57,0,0,0,0,1,0,0,0,2,16,71518,0,35,7000,4,0,0,0,13,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
8860,1,3041,0,0,1,0,0,53,0,0,0,0,1,0,0,0,2,12,119273,321164,18,40880,1,0,0,1,23,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8863,0,0,0,0,0,0,0,37,0,0,1,0,0,0,0,0,0,8,21802,0,57,17110,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
8864,1,4405.2207954,0,1,1,0,0,35,0,0,1,0,0,0,0,0,2,14,4290,0,35,5430,1,6570,2,6,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
8866,0,0,0,0,1,0,0,64,0,0,0,0,0,1,0,0,0,11,76552,229237,26,15560,16,0,0,0,9,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
8867,0,0,0,0,0,0,0,55,0,0,0,0,1,0,0,0,0,14,50492,226015,17,22770,11,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8869,0,0,0,1,0,0,0,54,0,0,0,0,1,0,0,0,0,8,49256,170816,35,11830,13,0,0,0,7,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
8871,1,4337,2,0,0,1,1,44,0,0,0,1,0,0,0,0,3,12,2511,0,60,17370,4,0,0,1,7,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
8872,0,0,0,1,1,0,0,52,0,0,0,0,1,0,0,0,0,17,68184,215796,41,13520,1,0,0,0,22,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
8873,0,0,0,0,1,0,0,42,0,0,0,1,0,0,0,0,2,14,41193,161249,48,14390,6,4448,3,4,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
8874,0,0,1,1,1,0,0,36,0,0,1,0,0,0,0,0,1,11,113386,300754,35,17990,10,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
8875,0,0,0,0,0,0,0,52,0,0,0,0,1,0,0,0,0,9,138004,343853,10,27310,4,0,0,0,10,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
8876,0,0,0,0,1,0,0,51,0,0,0,0,1,0,0,0,0,12,195074,437248,26,30230,1,0,0,0,14,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
8877,0,0,0,0,1,0,0,60,0,0,0,0,0,1,0,0,0,9,75499,258131,19,34480,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
8878,0,0,0,0,1,0,0,46,0,0,0,1,0,0,0,0,0,11,26266,125951,20,13990,4,7766,1,4,7,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
8879,0,0,0,1,1,0,0,46,0,0,0,1,0,0,0,0,0,6,74417,263259,50,28360,6,2913,2,3,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
8881,0,0,2,1,0,1,0,44,0,0,0,1,0,0,0,0,2,8,152292,0,42,21130,13,5747,3,9,19,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
